date,average
2019-01-01,9.291666666666666
2019-01-02,17.333333333333332
2019-01-03,21.291666666666668
2019-01-04,16.708333333333332
2019-01-05,13.541666666666666
2019-01-06,17.791666666666668
2019-01-07,29.75
2019-01-08,26.5
2019-01-09,25.041666666666668
2019-01-10,23.416666666666668
2019-01-11,21.083333333333332
2019-01-12,12.75
2019-01-13,14.958333333333334
2019-01-14,21.708333333333332
2019-01-15,20.375
2019-01-16,30.916666666666668
2019-01-17,21.17391304347826
2019-01-18,19.125
2019-01-19,17.333333333333332
2019-01-20,8.666666666666666
2019-01-21,9.958333333333334
2019-01-22,15.458333333333334
2019-01-23,14.541666666666666
2019-01-24,14.25
2019-01-25,16.083333333333332
2019-01-26,23.333333333333332
2019-01-27,14.0
2019-01-28,11.846153846153847
2019-01-31,26.923076923076923
2019-02-01,28.041666666666668
2019-02-02,29.708333333333332
2019-02-03,23.041666666666668
2019-02-04,22.666666666666668
2019-02-05,20.833333333333332
2019-02-06,19.916666666666668
2019-02-07,19.958333333333332
2019-02-08,21.75
2019-02-09,33.0
2019-02-10,22.0
2019-02-11,24.73913043478261
2019-02-12,18.083333333333332
2019-02-13,15.958333333333334
2019-02-14,23.833333333333332
2019-02-15,30.666666666666668
2019-02-16,22.833333333333332
2019-02-17,13.291666666666666
2019-02-18,14.045454545454545
2019-02-19,21.875
2019-02-20,26.25
2019-02-21,25.666666666666668
2019-02-22,28.166666666666668
2019-02-23,27.25
2019-02-24,20.75
2019-02-25,21.666666666666668
2019-02-26,24.416666666666668
2019-02-27,23.125
2019-02-28,29.75
2019-03-01,20.0
2019-03-02,22.25
2019-03-03,13.083333333333334
2019-03-04,19.75
2019-03-05,24.416666666666668
2019-03-06,22.291666666666668
2019-03-07,19.625
2019-03-08,22.333333333333332
2019-03-09,17.958333333333332
2019-03-10,16.75
2019-03-11,16.291666666666668
2019-03-12,24.125
2019-03-13,21.166666666666668
2019-03-14,24.583333333333332
2019-03-15,21.208333333333332
2019-03-16,15.291666666666666
2019-03-17,15.083333333333334
2019-03-18,29.818181818181817
2019-03-19,22.75
2019-03-20,23.083333333333332
2019-03-21,26.916666666666668
2019-03-22,18.083333333333332
2019-03-23,17.375
2019-03-24,14.375
2019-03-25,21.291666666666668
2019-03-26,22.041666666666668
2019-03-27,22.458333333333332
2019-03-28,17.833333333333332
2019-03-29,18.043478260869566
2019-03-30,24.458333333333332
2019-03-31,18.875
2019-04-01,22.291666666666668
2019-04-02,18.583333333333332
2019-04-03,21.125
2019-04-04,18.391304347826086
2019-04-05,22.041666666666668
2019-04-06,16.0
2019-04-07,16.625
2019-04-08,30.958333333333332
2019-04-09,23.125
2019-04-10,18.083333333333332
2019-04-11,23.0
2019-04-12,24.166666666666668
2019-04-13,17.041666666666668
2019-04-14,18.666666666666668
2019-04-15,21.958333333333332
2019-04-16,23.818181818181817
2019-04-17,15.083333333333334
2019-04-18,14.791666666666666
2019-04-19,16.583333333333332
2019-04-20,15.291666666666666
2019-04-21,19.875
2019-04-22,24.166666666666668
2019-04-23,16.916666666666668
2019-04-24,20.083333333333332
2019-04-25,12.791666666666666
2019-04-26,12.958333333333334
2019-04-27,18.125
2019-04-28,16.916666666666668
2019-04-29,21.333333333333332
2019-04-30,21.90909090909091
2019-05-01,10.25
2019-05-02,19.583333333333332
2019-05-03,33.47826086956522
2019-05-04,18.208333333333332
2019-05-05,19.291666666666668
2019-05-06,27.375
2019-05-07,25.791666666666668
2019-05-08,22.125
2019-05-09,20.875
2019-05-10,21.708333333333332
2019-05-11,23.333333333333332
2019-05-12,18.833333333333332
2019-05-13,27.958333333333332
2019-05-14,30.916666666666668
2019-05-15,22.52173913043478
2019-05-16,20.666666666666668
2019-05-17,16.458333333333332
2019-05-18,15.25
2019-05-19,18.083333333333332
2019-05-20,20.416666666666668
2019-05-21,23.333333333333332
2019-05-22,29.125
2019-05-23,31.666666666666668
2019-05-24,31.75
2019-05-25,16.833333333333332
2019-05-26,13.208333333333334
2019-05-27,24.291666666666668
2019-05-28,30.625
2019-05-29,20.125
2019-05-30,20.875
2019-05-31,23.791666666666668
2019-06-01,18.375
2019-06-02,23.375
2019-06-03,28.954545454545453
2019-06-04,16.0
2019-06-05,12.25
2019-06-06,15.875
2019-06-07,21.625
2019-06-08,23.5
2019-06-09,16.958333333333332
2019-06-10,20.666666666666668
2019-06-11,17.791666666666668
2019-06-12,21.416666666666668
2019-06-13,20.75
2019-06-14,18.583333333333332
2019-06-15,15.583333333333334
2019-06-16,7.142857142857143
2019-06-18,17.46153846153846
2019-06-19,16.416666666666668
2019-06-20,18.041666666666668
2019-06-21,14.375
2019-06-22,20.208333333333332
2019-06-23,19.166666666666668
2019-06-24,20.5
2019-06-25,14.166666666666666
2019-06-26,17.25
2019-06-27,13.708333333333334
2019-06-28,17.0
2019-06-29,18.833333333333332
2019-06-30,13.625
2019-07-01,18.958333333333332
2019-07-02,17.958333333333332
2019-07-03,18.772727272727273
2019-07-04,20.958333333333332
2019-07-05,22.291666666666668
2019-07-06,25.416666666666668
2019-07-07,16.625
2019-07-08,16.083333333333332
2019-07-09,18.541666666666668
2019-07-10,31.043478260869566
2019-07-11,35.583333333333336
2019-07-12,35.708333333333336
2019-07-13,32.333333333333336
2019-07-14,27.458333333333332
2019-07-15,34.25
2019-07-16,35.083333333333336
2019-07-17,20.916666666666668
2019-07-18,27.333333333333332
2019-07-19,26.833333333333332
2019-07-20,19.333333333333332
2019-07-21,16.625
2019-07-22,28.25
2019-07-23,30.416666666666668
2019-07-24,32.72727272727273
