fecha;hora;centenario;cordoba;la_boca;palermo
12/10/2011 00:00;6;13;14;15;s/d
9/12/2011 00:00;10;20;19;21;s/d
9/12/2011 00:00;15;19;18;21;s/d
10/12/2011 00:00;9;25;22;29;s/d
10/12/2011 00:00;10;25;22;30;s/d
10/12/2011 00:00;8;24;22;29;s/d
25/12/2011 00:00;13;18;35;12;s/d
7/1/2012 00:00;10;47;39;52;s/d
7/1/2012 00:00;11;46;38;51;s/d
8/1/2012 00:00;17;40;28;44;s/d
8/1/2012 00:00;7;45;32;47;s/d
8/1/2012 00:00;6;45;32;48;s/d
15/1/2012 00:00;11;19;15;21;s/d
15/1/2012 00:00;10;20;16;22;s/d
29/1/2012 00:00;14;21;25;30;s/d
29/1/2012 00:00;16;21;25;29;s/d
5/2/2012 00:00;17;40;31;36;s/d
25/2/2012 00:00;10;30;19;19;s/d
25/2/2012 00:00;7;35;20;23;s/d
25/2/2012 00:00;11;27;17;18;s/d
25/2/2012 00:00;12;25;16;17;s/d
25/2/2012 00:00;14;22;15;16;s/d
26/2/2012 00:00;19;27;12;18;s/d
26/2/2012 00:00;9;21;13;15;s/d
27/2/2012 00:00;15;27;15;19;s/d
27/2/2012 00:00;14;28;15;20;s/d
27/2/2012 00:00;13;29;15;21;s/d
27/2/2012 00:00;12;29;15;21;s/d
27/2/2012 00:00;11;30;15;21;s/d
4/3/2012 00:00;16;19;14;18;s/d
4/3/2012 00:00;15;19;14;18;s/d
5/3/2012 00:00;6;18;15;18;s/d
9/3/2012 00:00;7;24;21;21;s/d
17/3/2012 00:00;10;24;19;20;s/d
17/3/2012 00:00;16;22;18;19;s/d
18/3/2012 00:00;9;21;17;17;s/d
1/4/2012 00:00;12;28;26;23;s/d
1/4/2012 00:00;10;29;26;23;s/d
1/4/2012 00:00;11;29;26;23;s/d
4/4/2012 00:00;4;36;s/d;31;s/d
10/4/2012 00:00;7;s/d;23;22;s/d
7/5/2012 00:00;6;21;15;15;s/d
14/10/2012 00:00;9;21;14;16;s/d
18/11/2012 00:00;11;28;s/d;24;s/d
18/11/2012 00:00;9;28;s/d;24;s/d
22/11/2012 00:00;6;23;s/d;26;s/d
25/11/2012 00:00;12;25;s/d;37;s/d
25/11/2012 00:00;11;26;s/d;37;s/d
26/11/2012 00:00;5;16;s/d;16;s/d
23/12/2012 00:00;8;18;13;19;s/d
23/12/2012 00:00;15;17;12;16;s/d
23/12/2012 00:00;16;17;12;16;s/d
25/12/2012 00:00;19;37;s/d;s/d;s/d
25/12/2012 00:00;18;38;s/d;s/d;s/d
28/12/2012 00:00;6;26;s/d;22;s/d
30/12/2012 00:00;17;29;s/d;25;s/d
30/12/2012 00:00;18;28;s/d;24;s/d
30/12/2012 00:00;11;33;s/d;31;s/d
30/12/2012 00:00;10;34;s/d;31;s/d
31/12/2012 00:00;6;28;s/d;22;s/d
1/1/2013 00:00;18;31;s/d;13;s/d
1/1/2013 00:00;19;31;s/d;13;s/d
3/1/2013 00:00;6;26;s/d;26;s/d
29/3/2013 00:00;16;17;14;14;s/d
29/3/2013 00:00;15;17;14;14;s/d
29/3/2013 00:00;14;17;13;14;s/d
29/3/2013 00:00;11;17;14;14;s/d
29/3/2013 00:00;10;17;13;15;s/d
29/11/2014 00:00;4;19;s/d;s/d;s/d
29/11/2014 00:00;3;19;s/d;s/d;s/d
29/11/2014 00:00;2;18;s/d;s/d;s/d
15/9/2011 00:00;6;28;20;27;s/d
4/10/2011 00:00;6;23;23;21;s/d
27/11/2011 00:00;9;116;139;133;s/d
9/12/2011 00:00;13;20;19;20;s/d
9/12/2011 00:00;14;20;18;21;s/d
10/12/2011 00:00;11;25;22;31;s/d
11/12/2011 00:00;9;23;22;35;s/d
11/12/2011 00:00;8;24;22;34;s/d
25/12/2011 00:00;16;17;34;11;s/d
25/12/2011 00:00;7;20;38;13;s/d
7/1/2012 00:00;7;47;39;52;s/d
7/1/2012 00:00;8;47;39;52;s/d
7/1/2012 00:00;9;47;39;52;s/d
7/1/2012 00:00;12;45;36;50;s/d
7/1/2012 00:00;13;44;35;49;s/d
8/1/2012 00:00;13;42;30;46;s/d
8/1/2012 00:00;14;41;30;44;s/d
8/1/2012 00:00;16;41;29;44;s/d
15/1/2012 00:00;12;18;14;21;s/d
29/1/2012 00:00;17;21;26;28;s/d
5/2/2012 00:00;18;38;30;36;s/d
5/2/2012 00:00;16;40;31;37;s/d
18/2/2012 00:00;5;27;22;21;s/d
25/2/2012 00:00;9;34;20;20;s/d
25/2/2012 00:00;15;22;14;16;s/d
27/2/2012 00:00;17;24;14;16;s/d
27/2/2012 00:00;16;25;14;17;s/d
4/3/2012 00:00;17;19;14;17;s/d
4/3/2012 00:00;13;19;14;17;s/d
4/3/2012 00:00;14;19;14;18;s/d
9/3/2012 00:00;13;22;17;19;s/d
16/3/2012 00:00;16;33;20;22;s/d
16/3/2012 00:00;14;34;21;23;s/d
17/3/2012 00:00;9;25;18;20;s/d
17/3/2012 00:00;11;23;19;20;s/d
17/3/2012 00:00;12;24;19;19;s/d
17/3/2012 00:00;13;23;18;19;s/d
17/3/2012 00:00;14;23;18;19;s/d
17/3/2012 00:00;17;21;18;18;s/d
17/3/2012 00:00;15;22;18;19;s/d
18/3/2012 00:00;14;19;35;17;s/d
1/4/2012 00:00;9;29;26;24;s/d
4/4/2012 00:00;5;36;s/d;31;s/d
4/4/2012 00:00;3;37;s/d;31;s/d
14/8/2012 00:00;6;s/d;s/d;27;s/d
14/10/2012 00:00;8;21;14;16;s/d
25/11/2012 00:00;13;25;s/d;36;s/d
25/11/2012 00:00;17;22;s/d;30;s/d
26/11/2012 00:00;9;17;s/d;17;s/d
26/11/2012 00:00;10;17;s/d;17;s/d
26/11/2012 00:00;6;16;s/d;17;s/d
23/12/2012 00:00;12;17;12;16;s/d
23/12/2012 00:00;7;17;13;19;s/d
23/12/2012 00:00;6;17;13;20;s/d
23/12/2012 00:00;14;17;13;16;s/d
23/12/2012 00:00;5;18;13;20;s/d
28/12/2012 00:00;7;25;s/d;23;s/d
30/12/2012 00:00;12;32;s/d;29;s/d
30/12/2012 00:00;19;27;s/d;23;s/d
31/12/2012 00:00;9;29;s/d;22;s/d
31/12/2012 00:00;8;29;s/d;22;s/d
31/12/2012 00:00;7;28;s/d;22;s/d
4/1/2013 00:00;4;21;s/d;21;s/d
29/3/2013 00:00;17;17;14;14;s/d
