date,average
2010-12-31,0.0
2011-01-01,0.0
2011-01-10,1.3333333333333333
2011-01-11,13.0
2011-01-12,28.166666666666668
2011-01-20,9.75
2011-01-21,10.75
2011-02-07,46.285714285714285
2011-02-08,39.833333333333336
2011-02-09,49.416666666666664
2011-02-10,48.375
2011-02-11,40.333333333333336
2011-02-12,27.458333333333332
2011-02-13,26.291666666666668
2011-02-14,32.791666666666664
2011-02-15,26.208333333333332
2011-02-16,26.666666666666668
2011-02-17,35.25
2011-02-18,50.333333333333336
2011-02-19,49.583333333333336
2011-02-20,24.541666666666668
2011-02-21,28.041666666666668
2011-02-22,28.166666666666668
2011-02-23,30.333333333333332
2011-02-24,37.0
2011-02-25,43.708333333333336
2011-02-26,43.625
2011-02-27,42.208333333333336
2011-02-28,31.333333333333332
2011-03-01,36.291666666666664
2011-03-02,33.833333333333336
2011-03-03,29.0
2011-03-04,35.5
2011-03-05,28.208333333333332
2011-03-06,25.208333333333332
2011-03-07,26.5
2011-03-08,27.125
2011-03-09,26.3125
2011-03-10,25.083333333333332
2011-03-11,26.125
2011-03-12,25.25
2011-03-13,17.0
2011-03-14,25.125
2011-03-15,29.916666666666668
2011-03-16,33.041666666666664
2011-03-17,38.625
2011-03-18,43.333333333333336
2011-03-19,42.0
2011-03-20,21.75
2011-03-21,24.583333333333332
2011-03-22,34.291666666666664
2011-03-23,52.708333333333336
2011-03-24,44.125
2011-03-25,25.875
2011-03-26,22.083333333333332
2011-03-27,24.416666666666668
2011-03-28,26.25
2011-03-29,22.875
2011-03-30,23.333333333333332
2011-03-31,30.125
2011-04-01,48.166666666666664
2011-04-02,50.875
2011-04-03,34.291666666666664
2011-04-04,39.416666666666664
2011-04-05,51.208333333333336
2011-04-06,55.083333333333336
2011-04-07,36.541666666666664
2011-04-08,51.041666666666664
2011-04-09,43.75
2011-04-10,32.333333333333336
2011-04-11,31.041666666666668
2011-04-12,30.708333333333332
2011-04-13,33.0
2011-04-14,55.833333333333336
2011-04-15,46.25
2011-04-16,30.208333333333332
2011-04-17,18.0
2011-04-18,23.25
2011-04-19,27.25
2011-04-20,23.666666666666668
2011-04-21,30.2
2011-04-23,42.142857142857146
2011-04-24,33.541666666666664
2011-04-25,41.208333333333336
2011-04-26,41.208333333333336
2011-04-27,41.375
2011-04-28,36.958333333333336
2011-04-29,39.25
2011-04-30,26.125
2011-05-01,23.166666666666668
2011-05-02,34.708333333333336
2011-05-03,50.75
2011-05-04,30.666666666666668
2011-05-05,46.666666666666664
2011-05-06,95.08333333333333
2011-05-07,82.25
2011-05-08,56.041666666666664
2011-05-09,27.333333333333332
2011-05-10,32.791666666666664
2011-05-11,61.833333333333336
2011-05-12,82.58333333333333
2011-05-13,48.041666666666664
2011-05-14,31.875
2011-05-15,29.416666666666668
2011-05-16,22.666666666666668
2011-05-17,24.22222222222222
2011-05-19,28.0
2011-05-20,27.125
2011-05-21,37.0
2011-05-22,30.818181818181817
2011-06-01,70.72222222222223
2011-06-02,34.041666666666664
2011-06-03,37.541666666666664
2011-06-04,36.375
2011-06-05,19.666666666666668
2011-06-06,15.777777777777779
2011-06-07,41.285714285714285
2011-06-08,40.458333333333336
2011-06-09,53.041666666666664
2011-06-10,57.708333333333336
2011-06-11,34.708333333333336
2011-06-12,30.041666666666668
2011-06-13,173.41666666666666
2011-06-14,160.45833333333334
2011-06-15,80.625
2011-06-16,58.083333333333336
2011-06-17,43.875
2011-06-18,32.791666666666664
2011-06-19,27.291666666666668
2011-06-20,24.916666666666668
2011-06-21,55.583333333333336
2011-06-22,89.16666666666667
2011-06-23,26.708333333333332
2011-06-24,50.541666666666664
2011-06-25,96.25
2011-06-26,25.208333333333332
2011-06-27,25.291666666666668
2011-06-28,46.791666666666664
2011-06-29,34.791666666666664
2011-06-30,35.75
2011-07-01,89.33333333333333
2011-07-02,115.79166666666667
2011-07-03,97.33333333333333
2011-07-04,32.5
2011-07-05,54.25
2011-07-06,47.791666666666664
2011-07-07,70.5
2011-07-08,151.54166666666666
2011-07-09,84.16666666666667
2011-07-10,66.25
2011-07-11,60.208333333333336
2011-07-12,49.541666666666664
2011-07-13,89.625
2011-07-14,73.625
2011-07-15,59.958333333333336
2011-07-16,51.208333333333336
2011-07-17,84.125
2011-07-18,55.958333333333336
2011-07-19,19.75
2011-07-20,25.416666666666668
2011-07-21,43.541666666666664
2011-07-22,42.375
2011-07-23,31.333333333333332
2011-07-24,22.5
2011-07-25,23.375
2011-07-26,30.0
2011-07-31,0.0
2011-08-01,0.0
2011-08-02,52.68421052631579
2011-08-03,58.333333333333336
2011-08-04,29.708333333333332
2011-08-05,25.916666666666668
2011-08-06,49.041666666666664
2011-08-07,39.083333333333336
2011-08-08,43.375
2011-08-09,76.58333333333333
2011-08-10,24.125
2011-08-11,20.0
2011-08-12,57.888888888888886
2011-08-16,27.09090909090909
2011-08-17,23.791666666666668
2011-08-18,17.5
2011-08-19,25.333333333333332
2011-08-20,22.291666666666668
2011-08-21,26.458333333333332
2011-08-22,18.25
2011-08-23,13.666666666666666
2011-08-24,16.958333333333332
2011-08-25,42.291666666666664
2011-08-26,30.333333333333332
2011-08-27,22.041666666666668
2011-08-28,27.833333333333332
2011-08-29,33.0
2011-08-30,36.625
2011-08-31,47.625
2011-09-01,73.18181818181819
2011-09-02,20.375
2011-09-03,21.708333333333332
2011-09-04,35.166666666666664
2011-09-05,41.333333333333336
2011-09-06,44.25
2011-09-08,35.06666666666667
2011-09-09,41.708333333333336
2011-09-10,42.791666666666664
2011-09-11,45.916666666666664
